40.6885,-74.1769,EWR
49.1934,-123.1751,YVR
-27.4705,153.0260,BNE
-37.6699,144.8403,MEL
-33.8688,151.2093,SYD
-27.4705,153.0260,BNE
-17.7528,177.4510,NAN
33.9422,-118.4036,LAX
40.6885,-74.1769,EWR
37.4587,126.4420,ICN
